"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-06","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1481212168","8.3","1.5","B","","","1"
"2016-06","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1481212169","9.1","8250","B","","","0"
"2016-06","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1481212170","9.2","459050","A","","","0"
"2016-06","Saskatchewan","2016A000247","Job vacancy rate","Percentage","242","units","0","v1481212171","9.3","1.8","B","","","1"
"2016-06","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1481212172","10.1","43620","B","","","0"
"2016-06","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1481212173","10.2","1905635","A","","","0"
"2016-06","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1481212174","10.3","2.2","B","","","1"
"2016-06","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1481212175","11.1","68710","B","","","0"
"2016-06","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1481212176","11.2","2035215","A","","","0"
"2016-06","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1481212177","11.3","3.3","B","","","1"
"2016-06","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1481212178","12.1","","F","","","0"
"2016-06","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1481212179","12.2","16730","A","","","0"
"2016-06","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1481212180","12.3","","F","","","1"
"2016-06","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1481212181","13.1","805","D","","","0"
"2016-06","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1481212182","13.2","21295","A","","","0"
"2016-06","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1481212183","13.3","3.6","D","","","1"
"2016-06","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1481212184","14.1","345","D","","","0"
"2016-06","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1481212185","14.2","10645","A","","","0"
"2016-06","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1481212186","14.3","3.1","D","","","1"
"2016-07","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1481212145","1.1","372300","A","","","0"
"2016-07","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1481212146","1.2","15233645","A","","","0"
"2016-07","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1481212147","1.3","2.4","A","","","1"
"2016-07","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1481212148","2.1","4210","C","","","0"
"2016-07","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1481212149","2.2","197435","A","","","0"
"2016-07","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1481212150","2.3","2.1","C","","","1"
"2016-07","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1481212151","3.1","930","D","","","0"
"2016-07","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1481212152","3.2","58810","A","","","0"
"2016-07","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1481212153","3.3","1.6","D","","","1"
"2016-07","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1481212154","4.1","8775","B","","","0"
"2016-07","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1481212155","4.2","396490","A","","","0"
"2016-07","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1481212156","4.3","2.2","B","","","1"
"2016-07","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1481212157","5.1","6160","C","","","0"
"2016-07","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1481212158","5.2","285895","A","","","0"
"2016-07","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1481212159","5.3","2.1","C","","","1"
"2016-07","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1481212160","6.1","61755","A","","","0"
"2016-07","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1481212161","6.2","3363265","A","","","0"
"2016-07","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1481212162","6.3","1.8","A","","","1"
"2016-07","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1481212163","7.1","160040","A","","","0"
"2016-07","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1481212164","7.2","5918610","A","","","0"
"2016-07","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1481212165","7.3","2.6","A","","","1"
"2016-07","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1481212166","8.1","11355","B","","","0"
"2016-07","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1481212167","8.2","557040","A","","","0"
"2016-07","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1481212168","8.3","2.0","B","","","1"
"2016-07","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1481212169","9.1","9350","B","","","0"
"2016-07","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1481212170","9.2","456905","A","","","0"
"2016-07","Saskatchewan","2016A000247","Job vacancy rate","Percentage","242","units","0","v1481212171","9.3","2.0","B","","","1"
"2016-07","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1481212172","10.1","42190","B","","","0"
"2016-07","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1481212173","10.2","1911645","A","","","0"
"2016-07","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1481212174","10.3","2.2","B","","","1"
"2016-07","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1481212175","11.1","66375","B","","","0"
"2016-07","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1481212176","11.2","2039105","A","","","0"
"2016-07","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1481212177","11.3","3.2","B","","","1"
"2016-07","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1481212178","12.1","395","D","","","0"
"2016-07","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1481212179","12.2","16505","A","","","0"
"2016-07","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1481212180","12.3","2.3","D","","","1"
"2016-07","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1481212181","13.1","300","D","","","0"
"2016-07","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1481212182","13.2","21455","A","","","0"
"2016-07","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1481212183","13.3","1.4","D","","","1"
"2016-07","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1481212184","14.1","","F","","","0"
"2016-07","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1481212185","14.2","10485","A","","","0"
"2016-07","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1481212186","14.3","","F","","","1"
"2016-08","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1481212145","1.1","390965","A","","","0"
"2016-08","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1481212146","1.2","15249980","A","","","0"
"2016-08","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1481212147","1.3","2.5","A","","","1"
"2016-08","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1481212148","2.1","3840","C","","","0"
"2016-08","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1481212149","2.2","207370","A","","","0"
"2016-08","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1481212150","2.3","1.8","C","","","1"
"2016-08","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1481212151","3.1","890","D","","","0"
"2016-08","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1481212152","3.2","58440","A","","","0"
"2016-08","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1481212153","3.3","1.5","D","","","1"
"2016-08","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1481212154","4.1","8690","C","","","0"
"2016-08","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1481212155","4.2","396125","A","","","0"
"2016-08","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1481212156","4.3","2.1","C","","","1"
"2016-08","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1481212157","5.1","6000","B","","","0"
"2016-08","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1481212158","5.2","279025","A","","","0"
"2016-08","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1481212159","5.3","2.1","B","","","1"
"2016-08","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1481212160","6.1","60735","A","","","0"
"2016-08","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1481212161","6.2","3358865","A","","","0"
"2016-08","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1481212162","6.3","1.8","A","","","1"
"2016-08","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1481212163","7.1","173450","B","","","0"
"2016-08","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1481212164","7.2","5926895","A","","","0"
"2016-08","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1481212165","7.3","2.8","B","","","1"
"2016-08","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1481212166","8.1","11725","B","","","0"
"2016-08","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1481212167","8.2","577395","A","","","0"
"2016-08","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1481212168","8.3","2.0","B","","","1"
"2016-08","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1481212169","9.1","8565","B","","","0"
"2016-08","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1481212170","9.2","455905","A","","","0"
"2016-08","Saskatchewan","2016A000247","Job vacancy rate","Percentage","242","units","0","v1481212171","9.3","1.8","B","","","1"
"2016-08","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1481212172","10.1","38615","A","","","0"
"2016-08","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1481212173","10.2","1896950","A","","","0"
"2016-08","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1481212174","10.3","2.0","A","","","1"
"2016-08","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1481212175","11.1","77100","A","","","0"
"2016-08","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1481212176","11.2","2044115","A","","","0"
"2016-08","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1481212177","11.3","3.6","A","","","1"
"2016-08","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1481212178","12.1","600","D","","","0"
"2016-08","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1481212179","12.2","16570","A","","","0"
"2016-08","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1481212180","12.3","3.5","D","","","1"
"2016-08","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1481212181","13.1","625","E","","","0"
"2016-08","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1481212182","13.2","21585","A","","","0"
"2016-08","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1481212183","13.3","2.8","E","","","1"
"2016-08","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1481212184","14.1","120","D","","","0"
"2016-08","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1481212185","14.2","10740","A","","","0"
"2016-08","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1481212186","14.3","1.1","D","","","1"
"2016-09","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1481212145","1.1","361040","A","","","0"
"2016-09","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1481212146","1.2","15254175","A","","","0"
"2016-09","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1481212147","1.3","2.3","A","","","1"
"2016-09","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1481212148","2.1","3195","D","","","0"
"2016-09","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1481212149","2.2","189980","A","","","0"
"2016-09","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1481212150","2.3","1.7","C","","","1"
"2016-09","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1481212151","3.1","900","D","","","0"
"2016-09","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1481212152","3.2","60260","A","","","0"
"2016-09","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1481212153","3.3","1.5","D","","","1"
"2016-09","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1481212154","4.1","7965","B","","","0"
"2016-09","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1481212155","4.2","392810","A","","","0"
"2016-09","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1481212156","4.3","2.0","B","","","1"
"2016-09","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1481212157","5.1","5645","C","","","0"
"2016-09","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1481212158","5.2","291655","A","","","0"
"2016-09","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1481212159","5.3","1.9","C","","","1"
"2016-09","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1481212160","6.1","60085","A","","","0"
"2016-09","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1481212161","6.2","3359340","A","","","0"
"2016-09","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1481212162","6.3","1.8","A","","","1"
"2016-09","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1481212163","7.1","157395","A","","","0"
"2016-09","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1481212164","7.2","5932725","A","","","0"
"2016-09","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1481212165","7.3","2.6","A","","","1"
"2016-09","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1481212166","8.1","9495","B","","","0"
"2016-09","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1481212167","8.2","567180","A","","","0"
"2016-09","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1481212168","8.3","1.6","B","","","1"
"2016-09","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1481212169","9.1","7665","B","","","0"
"2016-09","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1481212170","9.2","457770","A","","","0"
"2016-09","Saskatchewan","2016A000247","Job vacancy rate","Percentage","242","units","0","v1481212171","9.3","1.6","B","","","1"
"2016-09","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1481212172","10.1","40645","B","","","0"
"2016-09","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1481212173","10.2","1904155","A","","","0"
"2016-09","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1481212174","10.3","2.1","B","","","1"
"2016-09","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1481212175","11.1","66540","B","","","0"
"2016-09","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1481212176","11.2","2050095","A","","","0"
"2016-09","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1481212177","11.3","3.1","B","","","1"
"2016-09","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1481212178","12.1","360","E","","","0"
"2016-09","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1481212179","12.2","16170","A","","","0"
"2016-09","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1481212180","12.3","2.2","E","","","1"
"2016-09","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1481212181","13.1","750","D","","","0"
"2016-09","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1481212182","13.2","21420","A","","","0"
"2016-09","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1481212183","13.3","3.4","D","","","1"
"2016-09","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1481212184","14.1","400","E","","","0"
"2016-09","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1481212185","14.2","10610","A","","","0"
"2016-09","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1481212186","14.3","3.6","E","","","1"
"2016-10","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1481212145","1.1","368540","A","","","0"
"2016-10","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1481212146","1.2","15294855","A","","","0"
"2016-10","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1481212147","1.3","2.4","A","","","1"
"2016-10","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1481212148","2.1","3445","C","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1481212149","2.2","196230","A","","","0"
"2016-10","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1481212150","2.3","1.7","C","","","1"
"2016-10","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1481212151","3.1","1175","D","","","0"
"2016-10","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1481212152","3.2","59470","A","","","0"
"2016-10","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1481212153","3.3","1.9","D","","","1"
"2016-10","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1481212154","4.1","8290","B","","","0"
"2016-10","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1481212155","4.2","405215","A","","","0"
"2016-10","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1481212156","4.3","2.0","B","","","1"
"2016-10","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1481212157","5.1","6055","B","","","0"
"2016-10","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1481212158","5.2","286570","A","","","0"
"2016-10","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1481212159","5.3","2.1","B","","","1"
"2016-10","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1481212160","6.1","63350","A","","","0"
"2016-10","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1481212161","6.2","3376305","A","","","0"
"2016-10","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1481212162","6.3","1.8","A","","","1"
"2016-10","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1481212163","7.1","149660","A","","","0"
"2016-10","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1481212164","7.2","5946660","A","","","0"
"2016-10","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1481212165","7.3","2.5","A","","","1"
"2016-10","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1481212166","8.1","12255","B","","","0"
"2016-10","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1481212167","8.2","559330","A","","","0"
"2016-10","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1481212168","8.3","2.1","B","","","1"
"2016-10","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1481212169","9.1","9280","B","","","0"
"2016-10","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1481212170","9.2","455435","A","","","0"
"2016-10","Saskatchewan","2016A000247","Job vacancy rate","Percentage","242","units","0","v1481212171","9.3","2.0","B","","","1"
"2016-10","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1481212172","10.1","43410","B","","","0"
"2016-10","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1481212173","10.2","1907460","A","","","0"
"2016-10","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1481212174","10.3","2.2","B","","","1"
"2016-10","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1481212175","11.1","70275","B","","","0"
"2016-10","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1481212176","11.2","2053600","A","","","0"
"2016-10","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1481212177","11.3","3.3","B","","","1"
"2016-10","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1481212178","12.1","595","D","","","0"
"2016-10","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1481212179","12.2","16750","A","","","0"
"2016-10","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1481212180","12.3","3.4","D","","","1"
"2016-10","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1481212181","13.1","385","E","","","0"
"2016-10","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1481212182","13.2","21620","A","","","0"
"2016-10","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1481212183","13.3","1.8","E","","","1"
"2016-10","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1481212184","14.1","375","D","","","0"
"2016-10","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1481212185","14.2","10210","A","","","0"
"2016-10","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1481212186","14.3","3.5","D","","","1"
"2016-11","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1481212145","1.1","372340","A","","","0"
"2016-11","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1481212146","1.2","15290505","A","","","0"
"2016-11","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1481212147","1.3","2.4","A","","","1"
"2016-11","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1481212148","2.1","2390","C","","","0"
"2016-11","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1481212149","2.2","201360","A","","","0"
"2016-11","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1481212150","2.3","1.2","C","","","1"
"2016-11","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1481212151","3.1","1295","D","","","0"
"2016-11","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1481212152","3.2","59145","A","","","0"
"2016-11","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1481212153","3.3","2.1","D","","","1"
"2016-11","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1481212154","4.1","8620","C","","","0"
"2016-11","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1481212155","4.2","399280","A","","","0"
"2016-11","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1481212156","4.3","2.1","C","","","1"
"2016-11","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1481212157","5.1","5640","B","","","0"
"2016-11","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1481212158","5.2","276770","A","","","0"
"2016-11","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1481212159","5.3","2.0","B","","","1"
"2016-11","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1481212160","6.1","59500","A","","","0"
"2016-11","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1481212161","6.2","3386345","A","","","0"
"2016-11","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1481212162","6.3","1.7","A","","","1"
"2016-11","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1481212163","7.1","155700","B","","","0"
"2016-11","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1481212164","7.2","5943050","A","","","0"
"2016-11","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1481212165","7.3","2.6","B","","","1"
"2016-11","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1481212166","8.1","12390","B","","","0"
"2016-11","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1481212167","8.2","579260","A","","","0"
"2016-11","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1481212168","8.3","2.1","B","","","1"
"2016-11","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1481212169","9.1","8050","B","","","0"
"2016-11","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1481212170","9.2","453330","A","","","0"
"2016-11","Saskatchewan","2016A000247","Job vacancy rate","Percentage","242","units","0","v1481212171","9.3","1.7","B","","","1"
"2016-11","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1481212172","10.1","39235","B","","","0"
"2016-11","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1481212173","10.2","1887540","A","","","0"
"2016-11","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1481212174","10.3","2.0","B","","","1"
"2016-11","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1481212175","11.1","77800","B","","","0"
"2016-11","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1481212176","11.2","2056090","A","","","0"
"2016-11","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1481212177","11.3","3.6","B","","","1"
"2016-11","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1481212178","12.1","755","E","","","0"
"2016-11","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1481212179","12.2","16705","A","","","0"
"2016-11","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1481212180","12.3","4.3","E","","","1"
"2016-11","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1481212181","13.1","710","D","","","0"
"2016-11","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1481212182","13.2","21445","A","","","0"
"2016-11","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1481212183","13.3","3.2","D","","","1"
"2016-11","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1481212184","14.1","250","E","","","0"
"2016-11","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1481212185","14.2","10185","A","","","0"
"2016-11","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1481212186","14.3","2.4","E","","","1"
"2016-12","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1481212145","1.1","408770","A","","","0"
"2016-12","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1481212146","1.2","15312455","A","","","0"
"2016-12","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1481212147","1.3","2.6","A","","","1"
"2016-12","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1481212148","2.1","3820","C","","","0"
"2016-12","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1481212149","2.2","180885","A","","","0"
"2016-12","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1481212150","2.3","2.1","C","","","1"
"2016-12","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1481212151","3.1","1015","E","","","0"
"2016-12","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1481212152","3.2","59575","A","","","0"
"2016-12","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1481212153","3.3","1.7","E","","","1"
"2016-12","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1481212154","4.1","8290","C","","","0"
"2016-12","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1481212155","4.2","398435","A","","","0"
"2016-12","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1481212156","4.3","2.0","C","","","1"
"2016-12","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1481212157","5.1","6145","C","","","0"
"2016-12","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1481212158","5.2","313740","A","","","0"
"2016-12","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1481212159","5.3","1.9","C","","","1"
"2016-12","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1481212160","6.1","74970","B","","","0"
"2016-12","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1481212161","6.2","3364205","A","","","0"
